prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
60,Seni Kuliner,D3,Baik,44
61,Administrasi Perkantoran,D3,B,45
62,Sekretari,D3,Baik,45
63,Teknik Alat Berat,D3,Baik,46
64,Kebidanan,D3,Baik,47
65,Pendidikan Bahasa Dan Sastra Indonesia,S1,B,48
66,Pendidikan Bahasa Inggris,S1,B,48
67,Pendidikan Ekonomi,S1,B,48
68,Pendidikan Matematika,S1,B,48
69,Pendidikan Pancasila Dan Kewarganegaraan,S1,B,48
70,Pendidikan Teknologi Informasi,S1,Baik,48
71,Pendidikan Bahasa Dan Sastra Indonesia,S1,Baik Sekali,49
72,Pendidikan Bahasa Inggris,S1,Baik Sekali,49
73,Pendidikan Ekonomi,S1,B,49
74,Pendidikan Matematika,S1,Baik Sekali,49
75,Pendidikan Pancasila Dan Kewarganegaraan,S1,Baik Sekali,49
76,Administrasi Rumah Sakit,S1,Baik,50
77,Biologi,S1,B,50
78,Farmasi,S1,Baik Sekali,50
79,Gizi,S1,Baik Sekali,50
80,Kebidanan,S1,Baik,50
81,Keperawatan,S1,Baik Sekali,50
82,Kesehatan Masyarakat,S1,Baik Sekali,50
83,Kimia,S1,B,50
84,Pendidikan Dokter Gigi,S1,Baik Sekali,50
85,Psikologi,S1,Baik,50
86,Administrasi Kesehatan,S1,Baik,51
87,Gizi,S1,Baik,51
88,Ilmu Keperawatan,S1,Baik Sekali,51
89,Kebidanan,S1,BAIK SEKALI,51
90,Pendidikan Profesi Bidan,Profesi,BAIK SEKALI,51
91,Pendidikan Profesi Ners,Profesi,Baik Sekali,51
92,Kebidanan,D3,-,51
93,Desain Komunikasi Visual,S1,B,52
94,Sistem Informasi,S1,Baik Sekali,52
95,Teknik Informatika,S1,Baik Sekali,52
96,Desain Produk,S1,-,52
97,Teknik Komputer,S1,Baik,52
98,Manajemen Informatika,D3,Baik,52
99,Akuntansi,S1,B,53
100,Ilmu Gizi,S1,Baik Sekali,53
101,Ilmu Keperawatan,S1,Baik,53
102,Manajemen,S1,B,53
103,Pendidikan Profesi Ners,Profesi,Baik,53
104,Kebidanan,D3,Baik,53
105,Agribisnis,S1,Baik,54
106,Kehutanan,S1,Baik,54
107,Teknologi Industri Pertanian,S1,Baik,54
108,Statistika,S1,-,55
109,Teknik Industri,S1,-,55
110,Teknik Informatika,S1,-,55
111,Teknik Kimia,S1,-,55
112,Teknik Komputer,D3,-,55
113,Teknologi Informasi,S2,Baik Sekali,56
114,Desain Komunikasi Visual,S1,B,56
115,Desain Produk,S1,Baik,56
116,Informatika,S1,B,56
117,Sistem Informasi,S1,Baik Sekali,56
118,Teknik Elektro,S1,B,56
119,Teknik Industri,S1,B,56
120,Sistem Informasi,D3,Baik Sekali,56
121,Bisnis Digital,S1,Baik,57
122,Ilmu Keperawatan,S1,B,57
123,Rekayasa Perangkat Lunak,S1,Baik,57
124,Profesi Ners,Profesi,B,57
125,Kebidanan,D3,Baik Sekali,57
126,Teknik Industri,S2,Baik Sekali,58
127,Teknik Lingkungan,S2,Baik Sekali,58
128,Arsitektur,S1,B,58
129,Desain Produk,S1,B,58
130,Sistem Informasi,S1,B,58
131,Sistem Komputer,S1,-,58
132,Teknik Elektro,S1,B,58
133,Teknik Geologi,S1,B,58
134,Teknik Industri,S1,Baik Sekali,58
135,Teknik Informatika,S1,B,58
136,Informatika,S1,Baik,59
137,Sistem Informasi,S1,Baik,59
138,Teknik Sipil,S1,Baik,59
139,Kewirausahaan,S1,-,59
140,Rekayasa Perangkat Lunak,S1,-,59
141,Sistem dan Teknologi Informasi,S1,-,59
142,Bio-Kewirausahaan,S1,Baik,60
143,Bioteknologi,S1,Baik,60
144,Bisnis Digital,S1,Baik,60
145,Gizi,S1,-,60
146,Manajemen,S2,Baik Sekali,61
147,Akuntansi,S1,Baik Sekali,61
148,Arsitektur,S1,Baik,61
149,Bisnis Digital,S1,Baik,61
150,Manajemen,S1,Baik Sekali,61
151,Teknik Sipil,S1,Baik,61
152,Teknologi Informasi,S1,Baik,61
153,Perpajakan,D3,Baik,61
154,Manajemen,S2,Baik Sekali,62
155,Akuntansi,S1,B,62
156,Desain Komunikasi Visual,S1,B,62
157,Manajemen,S1,B,62
158,Sistem Komputer,S1,B,62
159,Teknik Informatika,S1,Baik Sekali,62
160,Bisnis Digital,S1,-,63
161,Agribisnis,S1,Baik,64
162,Bisnis Digital,S1,Baik,65
163,Ilmu Komputer,S1,Baik,65
164,Manajemen Ritel,S1,Baik,65
165,Bisnis Digital,S1,Baik,66
166,Desain Komunikasi Visual,S1,Baik,66
167,Kewirausahaan,S1,Baik,66
168,Manajemen Ritel,S1,Baik,66
169,Sistem Informasi,S1,Baik,66
170,Manajemen,S2,-,67
171,Akuntansi,S1,B,67
172,Informatika,S1,Baik,67
173,Manajemen,S1,B,67
174,Akuntansi,S1,B,68
175,Hukum Bisnis,S1,Baik,68
176,Manajemen,S1,B,68
177,Sistem dan Teknologi Informasi,S1,B,68
178,Sistem Informasi,S1,Baik,68
179,Sistem Informasi,D3,-,68
180,Manajemen,S2,Baik Sekali,69
181,Akuntansi,S1,Baik Sekali,69
182,Ekonomi Pembangunan,S1,Baik Sekali,69
183,Manajemen,S1,Baik Sekali,69
184,Rekayasa Perangkat Lunak,S1,Baik,69
185,Sistem dan Teknologi Informasi,S1,Baik,69
186,Keuangan dan Perbankan,D3,Baik,69
187,Bisnis Digital,S1,-,70
188,Informatika,S1,Baik,70
189,Teknik Logistik,S1,Baik,70
190,Ilmu Gizi,S1,BAIK SEKALI,71
191,Ilmu Keperawatan,S1,Baik Sekali,71
192,Kebidanan,S1,-,71
193,Pendidikan Profesi Bidan,Profesi,-,71
194,Profesi Ners,Profesi,Baik Sekali,71
195,Kebidanan,D3,B,71
196,Radiodiagnostik dan Radioterapi,D3,Baik Sekali,71
197,Rekam Medik dan Informasi Kesehatan,D3,B,71
198,Pendidikan Teknologi Informasi,S1,Baik,72
199,Sistem Informasi,S1,Baik,72
200,Teknik Industri,S1,Baik,72
201,Teknik Elektro,S2,Baik,73
202,Teknik Industri,S2,B,73
203,Teknik Sipil,S2,Baik Sekali,73
204,Arsitektur,S1,Baik Sekali,73
205,Bisnis Digital,S1,Baik,73
206,Perencanaan Wilayah Dan Kota,S1,A,73
207,Teknik Elektro,S1,Unggul,73
208,Teknik Geodesi,S1,Baik Sekali,73
209,Teknik Industri,S1,B,73
210,Teknik Informatika,S1,B,73
211,Teknik Elektro,S1,-,74
212,Teknik Industri,S1,-,74
213,Teknik Kimia,S1,-,74
214,Teknik Lingkungan,S1,-,74
215,Teknik Mesin,S1,-,74
216,Teknik Sipil,S1,-,74
217,Administrasi Rumah Sakit,S1,Baik,75
218,Bisnis Digital,S1,Baik Sekali,75
219,Ilmu Keperawatan,S1,B,75
220,Informatika,S1,Baik,75
221,Profesi Ners,Profesi,B,75
222,Kebidanan,D4,B,75
223,Kebidanan,D3,B,75
224,Keperawatan,D3,Baik Sekali,75
225,Teknologi Laboratorium Medis,D3,Baik Sekali,75
226,Teknik Kimia,S1,Baik,76
227,Farmasi Klinis dan Komunitas,S1,Baik,76
228,Fisioterapi,S1,Baik,76
229,Informatika,S1,Baik Sekali,76
230,Kebidanan,S1,Baik,76
231,Kedokteran Gigi,S1,Baik,76
232,Keperawatan,S1,Baik,76
233,Pendidikan Profesi Dokter Gigi,Profesi,Baik,76
234,Pendidikan Profesi Fisioterapis,Profesi,Baik,76
235,Pendidikan Profesi Ners,Profesi,Baik,76
236,M.A. Digital Futures,S2,,77
237,M.Sc. Digital Economies,S2,,77
238,Akuntansi Bisnis DIgital,D4,,78
239,Pengelolaan Perhotelan,D4,,78
240,Teknologi Rekayasa Perangkat Lunak,D4,,78
241,Akuntansi,D3,B,79
242,Teknologi Komputer,D3,Baik,80
243,Teknologi Listrik,D3,Baik,80
244,Teknologi Mesin,D3,Baik,80
245,Farmasi,D3,Baik Sekali,81
246,Kebidanan,D3,Baik Sekali,81
247,Teknologi Laboratorium Medis,D3,-,81
248,Pendidikan Profesi Ners,Profesi,Baik,82
249,Keperawatan,D4,Baik,82
250,Keselamatan Dan Kesehatan Kerja,D4,-,82
251,Promosi Kesehatan,D4,-,82
252,Keperawatan,D3,Baik Sekali,82
253,Analis Farmasi dan Makanan,D3,Baik Sekali,83
254,Farmasi,D3,Baik Sekali,83
255,Gizi,D3,-,83
256,Fisioterapi,D4,Baik,84
257,Manajemen Informasi Kesehatan,D4,-,84
258,Farmasi,D3,-,84
259,Kebidanan,D3,Baik,84
260,Destinasi Pariwisata,D4,Tidak Terakreditasi,85
261,Teknik Informatika,D3,B,85
262,Teknik Mekatronika,D3,B,85
263,Teknik Telekomunikasi,D3,B,85
264,Teknik Komputer dan Jaringan,D1,-,85
265,Akuntansi,D3,Baik,86
266,Teknologi Komputer,D3,Baik,86
267,Teknologi Komputer,D3,Baik,86
268,Teknologi Mesin,D3,Baik,86
269,Akuntansi,D3,Baik,87
270,Kebidanan,D3,Baik,87
271,Teknologi Informasi,D3,Baik,87
272,Pengelolaan Agribisnis,D4,Baik,88
273,Akuntansi,D3,Baik,88
274,Teknik Informatika,D3,Baik,88
275,Teknik Telekomunikasi,D3,-,88
276,Manajemen Pemasaran Internasional,D4,Baik,89
277,Pengelolaan Perhotelan,D4,Baik,89
278,Administrasi Bisnis,D3,-,89
279,Administrasi Niaga,D3,B,89
280,Akuntansi,D3,Baik,89
281,Perhotelan,D3,B,89
282,Teknik Komputer,D3,Baik,89
283,Agribinis,D3,Baik,90
284,Budi Daya Tanaman Hortikultura,D3,Baik,90
285,Budidaya Ternak,D3,Baik,90
286,Administrasi Niaga,D3,Baik,91
287,Teknik Elektronika,D3,Tidak Terakreditasi,91
288,Teknik Komputer,D3,-,91
289,Teknik Mesin,D3,-,91
290,Administrasi Perkantoran,D3,Baik,92
291,Akuntansi,D3,Baik,92
292,Teknologi Informasi,D3,Baik,92
293,Teknologi Mesin,D3,Baik,92
294,Bisnis Jasa Makanan,D4,-,93
295,Komputerisasi Akuntansi,D3,Baik,93
296,Manajemen Informatika,D3,Tidak Terakreditasi,93
297,Teknik Komputer,D3,-,93
298,Akuntansi,D3,A,94
299,Bahasa Inggris,D3,Baik Sekali,94
300,Manajemen Pemasaran,D3,B,94
301,Perpajakan,D3,A,94
302,Sekretari,D3,B,94
303,Teknologi Rekayasa Komputer Jaringan,D4,Baik,95
304,Teknik Listrik,D3,Baik,95
305,Teknik Mesin,D3,Baik,95
306,Sastra Inggris,S1,-,96
307,Sastra Inggris,S1,Tidak Terakreditasi,97
308,Teologi,S3,Baik,98
309,Filsafat,S2,A,98
310,Filsafat Keilahian,S1,A,98
311,Ilmu Administrasi Negara,S1,B,99
312,Ilmu Administrasi Niaga,S1,Baik,99
313,Ilmu Administrasi,S2,Baik,100
314,Administrasi Bisnis,S1,B,100
315,Administrasi Publik,S1,Baik Sekali,100
316,Perekam Dan Informasi Kesehatan,D3,Baik Sekali,100
317,Ilmu Administrasi Negara,S1,B,101
318,Ilmu Administrasi Niaga,S1,B,101
319,Sastra Inggris,S1,Baik,102
320,Bahasa Inggris,D3,-,102
321,Akuntansi,S1,Baik,103
322,Manajemen,S1,Baik,103
323,Manajemen,S2,Baik,104
324,Akuntansi,S1,-,104
325,Manajemen,S1,-,104
326,Keuangan Dan Perbankan,D3,-,104
327,Akuntansi,S1,Baik Sekali,105
328,Manajemen,S1,Baik,105
329,Akuntansi,S1,Baik,106
330,Manajemen,S1,Baik,106
331,Manajemen,S1,Baik,107
332,Akuntansi,S1,Baik,108
333,Manajemen,S1,B,108
334,Manajemen,S2,Baik,109
335,Manajemen,S1,Baik,109
336,Manajemen,S2,Baik,110
337,Akuntansi,S1,-,110
338,Manajemen,S1,-,110
339,Akuntansi,S1,Baik,111
340,Manajemen,S1,Baik,111
341,Akuntansi,S1,B,112
342,Manajemen,S1,Baik,112
343,Manajemen Perkantoran,D3,Baik,112
344,Ilmu Manajemen,S3,Baik Sekali,113
345,Akuntansi,S2,Unggul,113
346,Manajemen,S2,Unggul,113
347,Akuntansi,S1,Unggul,113
348,Manajemen,S1,Unggul,113
349,Profesi Akuntan,Profesi,B,113
350,Akuntansi,D3,Unggul,113
351,Manajemen Perpajakan,D3,Unggul,113
352,Manajemen,S2,Baik,114
353,Akuntansi,S1,Baik,114
354,Manajemen,S1,Baik Sekali,114
355,Manajemen,S1,Baik,115
356,Akuntansi,S1,Baik,116
357,Manajemen,S1,Baik,116
358,Manajemen,S1,Baik,117
359,Keuangan Dan Perbankan,D3,Baik,117
360,Manajemen Personalia,D3,-,117
361,Manajemen Produksi,D3,-,117
362,Manajemen,S2,Baik Sekali,118
363,Akuntansi,S1,Baik Sekali,118
364,Bisnis Digital,S1,-,118
365,Kewirausahaan,S1,-,118
366,Manajemen,S1,Baik Sekali,118
367,Manajemen,S2,Baik Sekali,119
368,Akuntansi,S1,Unggul,119
369,Manajemen,S1,Unggul,119
370,Profesi Akuntansi,Profesi,Baik Sekali,119
371,Akuntansi,S1,Baik,120
372,Manajemen,S1,Baik,120
373,Akuntansi,S1,Baik,121
374,Manajemen,S1,Baik,121
375,Manajemen,S1,Baik Sekali,122
376,Manajemen,S1,Baik,122
377,Akuntansi,D3,Baik,122
378,Akuntansi,S1,-,123
379,Manajemen,S1,Baik Sekali,123
380,Manajemen,S1,Baik,124
381,Akuntansi,D3,Baik,124
382,Akuntansi,S1,Baik Sekali,125
383,Manajemen,S1,B,125
384,Akuntansi,S1,Baik,126
385,Manajemen,S1,Baik,126
386,Akuntansi,S1,Baik,127
387,Manajemen,S1,Baik,127
388,Manajemen,S2,Baik,128
389,Akuntansi,S1,Baik,128
390,Manajemen,S1,-,128
391,Ilmu Hukum,S1,Baik,129
392,Ilmu Hukum,S1,Baik,130
393,Ilmu Hukum,S1,Baik,131
394,Ilmu Keperawatan,S1,Baik,132
395,Ners,Profesi,Baik,132
396,Kebidanan,D3,Baik,132
397,Keperawatan,D3,-,132
398,Administrasi Rumah Sakit,S1,Baik,133
399,Kebidanan,D3,Baik Sekali,133
400,Gizi,S1,-,134
401,Keperawatan,S1,UNGGUL,134
402,Pendidikan Profesi Ners,Profesi,UNGGUL,134
403,manajemen Informasi kesehatan,D4,-,134
404,Keperawatan,D3,B,134
405,Farmasi,S1,C,135
406,Farmasi,D3,Baik,135
407,Gizi,S1,-,136
408,Ilmu Keperawatan,S1,Baik Sekali,136
409,Kebidanan,S1,Baik,136
410,Ners,Profesi,Baik Sekali,136
411,Pendidikan Profesi Bidan,Profesi,Baik,136
412,Kebidanan,D3,BAIK SEKALI,136
413,Ilmu Keperawatan,S1,Baik Sekali,137
414,Kebidanan,S1,Baik,137
415,Pendidikan Profesi Bidan,Profesi,-,137
416,Profesi Ners,Profesi,Baik Sekali,137
417,Kebidanan,D3,Baik,137
418,Keperawatan,D3,-,137
419,Keperawatan,S1,Baik Sekali,138
420,Pendidikan Profesi Ners,Profesi,Baik Sekali,138
421,Kebidanan,D3,B,138
422,Teknologi Laboratorium Medis,D3,B,138
423,Kesehatan Masyarakat,S2,Baik Sekali,139
424,Ilmu Keperawatan,S1,Baik Sekali,139
425,Kebidanan,S1,Baik,139
426,Kesehatan Masyarakat,S1,Baik Sekali,139
427,Ners,Profesi,Baik Sekali,139
428,Pendidikan Profesi Bidan,Profesi,Baik,139
429,Keperawatan,D3,-,139
430,Administrasi Kesehatan,S2,Baik,140
431,Administrasi Kesehatan,S1,BAIK SEKALI,140
432,Farmasi Klinik Dan Komunitas,S1,-,140
433,Ilmu Keperawatan,S1,B,140
434,Pendidikan Profesi Bidan,Profesi,Baik Sekali,140
435,Profesi Ners,Profesi,B,140
436,Kebidanan,D4,Baik Sekali,140
437,Analis Kesehatan,D3,Baik Sekali,140
438,Fisioterapi,D3,C,140
439,Perekam dan Informasi Kesehatan,D3,B,140
440,Administrasi Kesehatan,S1,Baik,141
441,Kebidanan,S1,BAIK SEKALI,141
442,Keperawatan,S1,B,141
443,Keselamatan dan Kesehatan Kerja,S1,Baik,141
444,Pendidikan Profesi Ners,Profesi,B,141
445,Profesi Bidan,Profesi,BAIK SEKALI,141
446,Kebidanan,D3,B,141
447,Keperawatan,D3,Baik Sekali,141
448,Farmasi,S1,Baik,142
449,Kebidanan,S1,Baik,142
450,Keperawatan,S1,Baik,142
451,Pendidikan Profesi Bidan,Profesi,Baik,142
452,Pendidikan Profesi Ners,Profesi,Baik,142
453,Keperawatan,D3,Baik Sekali,142
454,Teknologi Bank Darah,D3,Baik,142
455,Fisioterapi,S1,Baik,143
456,Kebidanan,S1,Baik,143
457,Pendidikan Profesi Bidan,Profesi,,143
458,Kebidanan,D3,Baik Sekali,143
459,Keperawatan,D3,Baik Sekali,143
460,Administrasi Kesehatan,S1,Baik,144
461,Kebidanan,D3,Baik Sekali,144
462,Keperawatan,S1,Baik Sekali,145
463,Profesi Ners,Profesi,Baik Sekali,145
464,Kebidanan,D3,Baik Sekali,145
465,Keperawatan,D3,Baik Sekali,145
466,Teknik Informatika,S1,Baik Sekali,146
467,Manajemen Informatika,D3,Baik,146
468,Ilmu Komunikasi,S1,B,147
469,Budidaya Perairan,S1,B,148
470,Agroteknologi,S1,Baik,149
471,Desain Komunikasi Visual,S1,Baik Sekali,150
472,Informatika,S1,B,150
473,Sistem Informasi,S1,B,150
474,Sistem Informasi,D3,Baik Sekali,150
475,Seni Karawitan,S1,Baik Sekali,151
476,Seni Rupa Murni,S1,Baik Sekali,151
477,Seni Tari,S1,Baik,151
478,Seni Teater,S1,Baik,151
479,Manajemen Pariwisata,D4,Baik,152
480,Manajemen Perhotelan,D4,Baik,152
481,Bina Wisata,D3,Baik,152
482,Perhotelan,D3,Baik,152
483,Administrasi Publik,S2,Baik,153
484,Bisnis Digital,S1,Baik,153
485,Ilmu Administrasi Negara,S1,B,153
486,Arsitektur,S1,Baik,154
487,Teknik Elektro,S1,Baik,154
488,Teknik Industri,S1,C,154
489,Teknik Sipil,S1,-,154
490,Teknik Elektronika,D3,Tidak Terakreditasi,154
491,Teknik Sipil,D3,-,154
492,Teknik Mesin,S1,Baik,155
493,Teknik Sipil,S1,Baik,155
494,Teknik Informatika,S1,Baik,156
495,Teknik Mesin,S1,Baik,157
496,Manajemen Informatika,D3,Baik,157
497,Desain Komunikasi Visual,S1,-,158
498,Informatika,S1,Baik,158
499,Teknik Industri,S1,Baik,159
500,Teknik Informatika,S1,Baik,159
501,Arsitektur,S1,Baik,160
502,Teknik Informatika,S1,Baik,160
503,Komputer Multimedia,D3,Baik,160
504,Ilmu Administrasi Bisnis,S1,B,161
505,Ekonomi Islam,S1,Baik,162
506,Ekonomi Pembangunan,S1,Baik,162
507,Administrasi Rumah Sakit,S1,Baik,163
508,Keperawatan,S1,Baik,163
509,Pendidikan Profesi Ners,Profesi,Baik,163
510,Keperawatan,D3,Baik Sekali,163
511,Administrasi Rumah Sakit,S1,Baik,164
512,Perekam dan Informasi Kesehatan,D4,Baik,164
513,Fisioterapi,D3,Baik,164
514,Ilmu Keperawatan,S1,C,165
515,Profesi Ners,Profesi,C,165
516,Kebidanan,D3,BAIK SEKALI,165
517,Gizi,S1,Baik,166
518,Ilmu Keperawatan,S1,Baik Sekali,166
519,Kebidanan,S1,Baik,166
520,Pendidikan Profesi Bidan,Profesi,Baik,166
521,Profesi Ners,Profesi,Baik Sekali,166
522,Teknologi Laboratorium Medis,D4,Baik,166
523,Farmasi,D3,Baik Sekali,166
524,Kebidanan,D3,-,166
525,Keperawatan,D3,Baik Sekali,166
526,Ilmu Keperawatan,S1,Baik Sekali,167
527,Kebidanan,D3,Baik,167
528,Farmasi,S1,B,168
529,Keperawatan,S1,Baik Sekali,168
530,Kesehatan Masyarakat,S1,BAIK SEKALI,168
531,Profesi Ners,Profesi,Baik Sekali,168
532,Farmasi,D3,B,168
533,Kebidanan,D3,Baik Sekali,168
534,Perekam dan Informasi Kesehatan,D3,BAIK SEKALI,168
535,Ilmu Keperawatan,S1,Baik,169
536,Keselamatan dan Kesehatan Kerja,S1,Baik,169
537,Profesi Ners,Profesi,Baik,169
538,Kebidanan,D3,BAIK SEKALI,169
539,Ilmu Keperawatan,S1,Baik Sekali,170
540,Rekam Medis dan Informasi Kesehatan,D3,-,170
541,Ilmu Keperawatan,S1,Baik Sekali,171
542,Ners,Profesi,Baik Sekali,171
543,Kebidanan,D3,C,171
544,Farmasi,S1,Baik,172
545,Ilmu Keperawatan,S1,Baik Sekali,172
546,Profesi Ners,Profesi,Baik Sekali,172
547,Kebidanan,D3,-,172
548,Keperawatan,S1,Baik Sekali,173
549,Pendidikan Profesi Ners,Profesi,Baik Sekali,173
550,Teknologi Laboratorium Medis,D4,Baik,173
551,Kebidanan,D3,-,173
552,Keperawatan,D3,-,173
553,Teknologi Laboratorium Medis,D3,Baik Sekali,173
554,Ilmu Keperawatan,S1,-,174
555,Kebidanan,D3,-,174
556,Gizi,S1,-,175
557,Ilmu Keperawatan,S1,B,175
558,Kebidanan,S1,Baik,175
559,Ners,Profesi,B,175
560,Pendidikan Profesi Bidan,Profesi,Baik,175
561,Kebidanan,D3,B,175
562,Keperawatan,D3,B,175
563,Farmasi,S1,Baik Sekali,176
564,Analis Kesehatan,D3,Baik Sekali,176
565,Teknologi Laboratorium Medis,D3,-,176
566,Administrasi Rumah Sakit,S1,Baik,177
567,Ilmu Keperawatan,S1,B,177
568,Profesi Ners,Profesi,B,177
569,Fisioterapi,D3,Baik Sekali,177
570,Keperawatan,D3,B,177
571,Administrasi Rumah Sakit,S1,Baik Sekali,178
572,Gizi,S1,Baik,178
573,Perekam dan Informasi Kesehatan,D3,Baik Sekali,178
574,Administrasi Kesehatan,S1,Baik,179
575,Keperawatan,S1,Baik,179
576,Pendidikan Profesi Ners,Profesi,Baik,179
577,kebidanan,D3,Baik Sekali,179
578,Keperawatan,D3,Baik Sekali,179
579,Farmasi,S1,Baik,180
580,Keperawatan,S1,Baik,180
581,Pendidikan Profesi Ners,Profesi,Baik,180
582,Manajemen Informasi Kesehatan,D4,Baik,180
583,Keperawatan,D3,B,180
584,Ilmu Keperawatan,S1,Baik Sekali,181
585,Kebidanan,S1,Baik,181
586,Ners,Profesi,Baik Sekali,181
587,Pendidikan Profesi Bidan,Profesi,Baik,181
588,Kebidanan,D3,-,181
589,Administrasi Rumah Sakit,S1,Baik,182
590,Keperawatan,S1,B,182
591,Pendidikan Profesi Ners,Profesi,B,182
592,Manajemen Informasi Kesehatan,D4,-,182
593,Keperawatan,D3,Baik Sekali,182
594,Ilmu Keperawatan,S1,Baik Sekali,183
595,Profesi Ners,Profesi,Baik Sekali,183
596,Kebidanan,D3,Baik Sekali,183
597,Keperawatan,D3,Baik Sekali,183
598,Administrasi Rumah Sakit,S1,Baik,184
599,Ilmu Keperawatan,S1,Baik Sekali,184
600,Kebidanan,S1,-,184
601,Kesehatan Lingkungan,S1,Baik Sekali,184
602,Pendidikan Profesi Bidan,Profesi,-,184
603,Profesi Ners,Profesi,Baik Sekali,184
604,Kebidanan,D3,Baik Sekali,184
605,Administrasi Rumah Sakit,S1,Baik Sekali,185
606,Rekam Medik dan Informasi Kesehatan,D3,B,185
607,Pendidikan Bahasa Indonesia,S1,B,186
608,Pendidikan Bahasa Inggris,S1,B,186
609,Pendidikan Fisika,S1,Baik,186
610,Pendidikan Guru sekolah Dasar,S1,Baik,186
611,Pendidikan Matematika,S1,Baik Sekali,186
612,Pendidikan Bahasa Dan Sastra Indonesia,S1,B,187
613,Pendidikan Bahasa Inggris,S1,Baik Sekali,187
614,Pendidikan Guru Pendidikan Anak Usia Dini,S1,B,187
615,Pendidikan Guru Sekolah Dasar,S1,B,187
616,Pendidikan Matematika,S1,Baik Sekali,187
617,Pendidikan Guru Pendidikan Anak Usia Dini,S1,Baik,188
618,Pendidikan Guru Sekolah Dasar,S1,Baik,188
619,Pendidikan IPA,S1,Baik,188
620,Pendidikan Jasmani Kesehatan dan Rekreasi,S1,Baik Sekali,188
621,Pendidikan Matematika,S1,Baik,188
622,Pendidikan Bahasa Dan Sastra Indonesia,S1,Baik,189
623,Pendidikan Bahasa Dan Sastra Indonesia,S1,B,190
624,Pendidikan Bahasa Inggris,S1,Baik Sekali,190
625,Pendidikan Bahasa Inggris,S1,B,190
626,Pendidikan Ekonomi,S1,Baik Sekali,190
627,Pendidikan Guru Sekolah Dasar,S1,Baik Sekali,190
628,Pendidikan Matematika,S1,B,190
629,Pendidikan Olah Raga,S1,Baik Sekali,190
630,Pendidikan Pancasila Dan Kewarganegaraan,S1,Baik Sekali,190
631,Pendidikan Ekonomi,S1,Baik Sekali,191
632,Pendidikan Matematika,S1,Baik Sekali,191
633,Pendidikan Bahasa Inggris,S1,Baik Sekali,192
634,Pendidikan Ekonomi,S1,Baik Sekali,192
635,Pendidikan Ilmu Pengetahuan Alam,S1,Baik Sekali,192
636,Pendidikan Matematika,S1,Baik Sekali,192
637,Pendidikan Pancasila Dan Kewarganegaraan,S1,B,192
638,Pendidikan Bahasa Dan Sastra Indonesia,S1,B,193
639,Pendidikan Bahasa Inggris,S1,B,193
640,Pendidikan Guru Sekolah Dasar,S1,Baik Sekali,193
641,Pendidikan Informatika,S1,Baik Sekali,193
