institution_code,institution_name,email,akreditasi_institusi,link
33,Akademi Komunitas Teknologi Syarifuddin,official@akts.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/76003
34,Akademi Kuliner dan Patiseri OTTIMMO Internasional,"info@ottimo-international.com, prodikuliner@ottimmo.ac.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74130
35,Akademi Kuliner Monas Pasifik,info@monaskuliner.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74057
36,Akademi Manajemen Informatika Dan Komputer Jombang,amik-jombang@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74023
37,Akademi Manajemen Informatika Dan Komputer Taruna,amik.taruna.probolinggo@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74033
38,Akademi Manajemen Koperasi Tantular,amkoptantular@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74014
39,Akademi Manajemen Perpajakan Indonesia Blitar,ampindo@plasa.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74018
40,Akademi Pariwisata 17 Agustus 1945 Surabaya,-,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74027
41,Akademi Pariwisata Dan Perhotelan Ganesha,info@apartel-ganesha.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74064
42,Akademi Pariwisata Majapahit,akparmajapahit@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74032
43,Akademi Refraksi Optisi Surabaya,"Aro_sby@yahoo.co.id, aro_sby@telkom.net",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74081
44,Akademi Sages,info@sages.ac.id,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74134
45,Akademi Sekretari Dan Manajemen Indonesia Surabaya,info@asmisurabaya.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74002
46,Akademi Teknik Alat Berat Indonesia,,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74136
47,Akbid Harapan Mulya Ponorogo,akbidharapanmulya@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/74088
48,IKIP PGRI Bojonegoro,rektorat@ikippgribojonegoro.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72011
49,IKIP Widya Darma,ikip.widya.dharma@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72003
50,Institut Ilmu Kesehatan Bhakti Wiyata Kediri,"iikrektorat@yahoo.co.id, admin@iik.ac.id",Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72015
51,Institut Ilmu Kesehatan Nahdlatul Ulama Tuban,admin@stikesnu.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72029
52,Institut Informatika Indonesia Surabaya,info@iii.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72014
53,Institut Kesehatan dan Bisnis Surabaya,,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72028
54,Institut Pertanian Malang,admin@ipm.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72006
55,Institut Sains Dan Teknologi Palapa,institutsains.teknologipalapa@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72013
56,Institut Sains dan Teknologi Terpadu Surabaya,"web_admin@stts.edu, Rektorat@stts.edu",B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72021
57,Institut Sains Teknologi dan Kesehatan Insan Cendekia Husada Bojonegoro,"stikesicsada1.bojonegoro@gmail.com, admin@stikesicsada.ac.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72041
58,Institut Teknologi Adhi Tama Surabaya,"itats@itats.ac.id, forlap@itats.ac.id",Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72002
59,Institut Teknologi AI Mahrusiyah,,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72035
60,Institut Teknologi Bisnis dan Kesehatan Muhammadiyah Tulungagung,bph.itbkmt@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72038
61,Institut Teknologi dan Bisnis Ahmad Dahlan Lamongan,stiekhadla@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72027
62,Institut Teknologi dan Bisnis Asia Malang,lpmi.stmik.asia@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72023
63,Institut Teknologi dan Bisnis Kristen Regent,,belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72036
64,Institut Teknologi dan Bisnis Muhammadiyah Banyuwangi,bph.itbm@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72024
65,Institut Teknologi dan Bisnis Trenggalek,itb.trenggalek@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72033
66,Institut Teknologi dan Bisnis Tuban,itb.tuban.jatim@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72037
67,Institut Teknologi dan Bisnis Widya Gama Lumajang,info@stiewidyagamalumajang.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72034
68,Institut Teknologi dan Bisnis Yadika Pasuruan,"mail@stmik-yadika.ac.id
 stie.yadika.bangil@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72040
69,Institut Teknologi dan Sains Mandala,Stie-mj@stie-mandala.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72042
70,Institut Teknologi Insan Cendekia Mandiri,kampus.iticm@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72030
71,Institut Teknologi Kesehatan Malang Widya Cipta Husada,stikes.wch@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72031
72,Institut Teknologi Mojosari,admin@itmnganjuk.ac.id,Tidak Terakreditasi,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72032
73,Institut Teknologi Nasional Malang,"itn@itn.ac.id, rektorat@scholar.itn.ac.id",B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72004
74,Institut Teknologi Pembangunan Surabaya,sbyitps@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72001
75,Institut Teknologi Sains dan Kesehatan Insan Cendekia Medika Jombang,baak.icme@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72039
76,"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW","tupoltekkesdrsoepraoen@gmail.com, informasi@poltekkes-soepraoen.ac.id",Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/72026
77,King's College London,,belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71119
78,Politeknik Batu,,belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75024
79,Politeknik Cahaya Surya,office@cahayasurya.ac.id,Tidak Terakreditasi,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75001
80,Politeknik Internasional Tamansiswa Mojokerto,,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75020
81,Politeknik Kesehatan Jember,"akbidjember@gmail.com, akfarjember@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75023
82,Politeknik Kesehatan Kerta Cendekia,akper.kertacendekia@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75017
83,Politeknik Kesehatan Putra Indonesia Malang,"akfar.pim@gmail.com, akafarma_pim@yahoo.com, akafarma.pim@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75022
84,Politeknik Kesehatan Wira Husada Nusantara Malang,akbidwhnmlg@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75018
85,Politeknik Kota Malang,info@poltekom.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75010
86,Politeknik Masamy Internasional,masami.internasional@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75015
87,Politeknik Mercusuar Indonesia,amw@medikawiyata.ac.id,belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75019
88,Politeknik Mitra Global,politeknikmg@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75016
89,Politeknik NSC Surabaya,nscpoitek@nscpolteksby.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75002
90,Politeknik Pertanian dan Peternakan Mapena,poltanamapena@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75014
91,Politeknik Sakti Surabaya,baakpolteksakti@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75007
92,Politeknik Semen Indonesia,,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75021
93,Politeknik Surabaya,"politekniksby@gmail.com, info@polteksurabaya.ac.id",Tidak Terakreditasi,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75004
94,Politeknik Ubaya,"poltek@ubaya.ac.id, poltek@unit.ubaya.ac.id",Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75003
95,Politeknik Unisma Malang,admin@poltekunisma.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/75005
96,Sekolah Tinggi Bahasa Asing Cahaya Surya,office@cahayasurya.ac.id,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73118
97,Sekolah Tinggi Bahasa Asing Malang,malangstiba87@yahoo.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73055
98,Sekolah Tinggi Filsafat Teologi Widya Sasana,stftws@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73020
99,Sekolah Tinggi Ilmu Administrasi Bayuangga,stia_bayuangga@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73038
100,Sekolah Tinggi Ilmu Administrasi Malang,info@stia-malang.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73023
101,Sekolah Tinggi Ilmu Administrasi Pembangunan,stia.pembangunan@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73058
102,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya,stiba.surabaya@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73011
103,Sekolah Tinggi Ilmu Ekonomi Al-Anwar,info@stie-alanwar.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73094
104,Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,0,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73007
105,Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,stie.cendekia.bojonegoro@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73089
106,Sekolah Tinggi Ilmu Ekonomi Darul Falah,"stiedarulfalahmojokerto@gmail.com, stiedafa@yahoo.co.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73185
107,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,stie_dharmanasional@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73028
108,Sekolah Tinggi Ilmu Ekonomi Gempol,stiewalisongo@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73106
109,Sekolah Tinggi Ilmu Ekonomi IBMT,ibmtedu@ibmt.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73075
110,Sekolah Tinggi Ilmu Ekonomi IEU,info@ieu.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73069
111,Sekolah Tinggi Ilmu Ekonomi Indocakti,"humas.stieindocakti@gmail.com, info@indocakti.ac.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73111
112,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,stiei.malang@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73024
113,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,"stiesia@sby.dnet.net.id, stiesia@stiesia.ac.id",B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73001
114,Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,"stiekn_jayanegara@yahoo.com, stieknjayanegara@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73018
115,Sekolah Tinggi Ilmu Ekonomi Kertanegara,administrasi@stiekma.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73022
116,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,info@stieken.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73063
117,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,stiekop_malang@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73056
118,Sekolah Tinggi Ilmu Ekonomi Mahardhika,akademikmhdk2016@gmail.com,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73004
119,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,info@stie-mce.ac.id,Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73019
120,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,stie_muh_tbn@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73107
121,Sekolah Tinggi Ilmu Ekonomi Nganjuk,"stiengk@yahoo.co.id, stienganjuk@stienganjuk.ac.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73076
122,Sekolah Tinggi Ilmu Ekonomi Nu Trate,"stienu.gresik@gmail.com, stienugresik@yahoo.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73098
123,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,stiethamrin@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73102
124,Sekolah Tinggi Ilmu Ekonomi Pemuda,"stiepemuda_sby@yahoo.com, stiepemuda@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73108
125,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara,"admstiedw@yahoo.co.id, adm.stiedw@gamil.com",B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73080
126,Sekolah Tinggi Ilmu Ekonomi Widya Darma,siewds@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73079
127,Sekolah Tinggi Ilmu Ekonomi Widya Dharma,"stie_wd@yahoo.com, stie.wd02@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73082
128,Sekolah Tinggi Ilmu Ekonomi YAPAN,info@stieyapan.ac.id,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73114
129,Sekolah Tinggi Ilmu Hukum Jenderal Sudirman,0,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73034
130,Sekolah Tinggi Ilmu Hukum Sunan Giri,stihmalang@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73021
131,Sekolah Tinggi Ilmu Hukum Zainul Hasan,stihzainulhasan@yahoo.co.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73037
132,Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,stikesabi@stikesabi.ac.id,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73125
133,Sekolah Tinggi Ilmu Kesehatan Griya Husada Surabaya,admin@akbid-griyahusada.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73189
134,Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,info@stikeshangtuah-sby.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73132
135,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa,"harapanbangsa@yahoo.com, stkes.harapanbangsa@yahoo.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73175
136,Sekolah Tinggi Ilmu Kesehatan Husada Jombang,husadajombangstikes@yahoo.co.id,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73139
137,Sekolah Tinggi Ilmu Kesehatan Kendedes,"stikeskendedesmalang@gmail.com, pelaporankndds@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73152
138,Sekolah Tinggi Ilmu Kesehatan Maharani,informasi@stikesmaharani.ac.id,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73143
139,Sekolah Tinggi Ilmu Kesehatan Majapahit,"stikespoltekkes.majapahit@gmail.com, majapahit.stikes@yahoo.co.id",B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73123
140,Sekolah Tinggi Ilmu Kesehatan Ngudia Husada Madura,stikes@nhm.ac.id,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73154
141,Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang,"stikes_pemkab@yahoo.com, stikespemkabjombang2612@gmail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73144
142,Sekolah Tinggi Ilmu Kesehatan Rajekwesi Bojonegoro,"akes.rajekwesi.bojonegoro.@gmail.com, akes@rajekwesi.ac.id",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73184
143,Sekolah Tinggi Ilmu Kesehatan Rustida,"rustidabanyuwangi@gmail.com, akesrustida@ymail.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73188
144,Sekolah Tinggi Ilmu Kesehatan Sukma Wijaya Sampang,ghs_spg@yahoo.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73187
145,Sekolah Tinggi Ilmu Kesehatan William Booth,stikeswb_baak@yahoo.com,B,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73160
146,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi,stikom@stikombanyuwangi,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73072
147,Sekolah Tinggi Ilmu Komunikasi Almamater Wartawan Surabaya,info@stikosa-aws.ac.id,Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73010
148,Sekolah Tinggi Ilmu Perikanan Malang,"stipmalang1992@gmail.com, stip.malang@yahoo.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73067
149,Sekolah Tinggi Ilmu Pertanian,"stiperjember7@gmail.com, stiperjember@yahoo.com",Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73029
150,Sekolah Tinggi Informatika & Komputer Indonesia,stiki@stiki.ac.id,Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73025
151,Sekolah Tinggi Kesenian Wilwatikta,"stkw_sby@ymail.com, info@stkw-surabaya.ac.id",Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73003
152,Sekolah Tinggi Pariwisata Satya Widya,stp_akparsatyawidya@yahoo.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73053
153,Sekolah Tinggi Sosial Politik Waskita Darma,waskita_dharma@yahoo.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73026
154,Sekolah Tinggi Teknik Multimedia Internasional Malang,stt@stt.ac.id / admin@stt.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73186
155,Sekolah Tinggi Teknik Raden Wijaya,0,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73015
156,Sekolah Tinggi Teknologi Cahaya Surya,office@cahayasurya.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73081
157,Sekolah Tinggi Teknologi Gempol,walisongostt@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73105
158,Sekolah Tinggi Teknologi Muhammadiyah Ar Fachruddin,sttm.arfachrudin@gmail.com,Belum Terakreditasi/Kedaluarsa,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73182
159,Sekolah Tinggi Teknologi Pomosda,info@stt-pomosda.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73113
160,Sekolah Tinggi Teknologi STIKMA Internasional,info@stikma.ac.id,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73096
161,STIA Dan Manajemen Kepelabuhan Barunawati,info@stiamak.ac.id,Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73088
162,STIE Bakti Bangsa,baktibangsaku@gmail.com,Baik,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73174
163,STIKES Adi Husada,info@adihusada.ac.id,Baik Sekali,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/73181
