faculty,prodi,institution_code
PASCASARJANA,Ilmu Administrasi,quipper-5
PASCASARJANA,Ilmu Hukum,quipper-5
PASCASARJANA,Ilmu Komunikasi,quipper-5
FAKULTAS TEKNOLOGI INDUSTRI,Sistem Informasi,quipper-6
FAKULTAS TEKNOLOGI INDUSTRI,Teknik Industri,quipper-6
FAKULTAS TEKNOLOGI INDUSTRI,Informatika,quipper-6
FAKULTAS TEKNIK,Teknik Sipil,quipper-6
FAKULTAS TEKNIK,Arsitektur,quipper-6
FAKULTAS HUKUM,Hukum,quipper-6
FAKULTAS TEKNOBIOLOGI,Biologi,quipper-6
FAKULTAS BISNIS DAN EKONOMIKA,Akuntansi,quipper-6
FAKULTAS BISNIS DAN EKONOMIKA,Manajemen,quipper-6
FAKULTAS BISNIS DAN EKONOMIKA,Ekonomi Pembangunan,quipper-6
FAKULTAS ILMU SOSIAL DAN POLITIK,Sosiologi,quipper-6
FAKULTAS ILMU SOSIAL DAN POLITIK,Ilmu Komunikasi,quipper-6
PROGRAM INTERNASIONAL,International Industrial Engineering Program,quipper-6
PROGRAM INTERNASIONAL,International Civil Engineering Program,quipper-6
PROGRAM INTERNASIONAL,International Undergraduate Program in Business Accounting,quipper-6
PROGRAM INTERNASIONAL,International Business Management Program,quipper-6
PROGRAM INTERNASIONAL,International Communication Program.,quipper-6
FAKULTAS ILMU VOKASI,Keperawatan,quipper-7
FAKULTAS ILMU VOKASI,Keperawatan Anestesiologi,quipper-7
FAKULTAS ILMU VOKASI,Keselamatan dan Kesehatan Kerja,quipper-7
FAKULTAS ILMU VOKASI,Pengobatan Tradisional Tiongkok,quipper-7
FAKULTAS ILMU SOSIAL DAN TEKNOLOGI,Bisnis Digital,quipper-7
FAKULTAS ILMU SOSIAL DAN TEKNOLOGI,Manajemen Ritel,quipper-7
FAKULTAS ILMU KESEHATAN,Farmasi,quipper-7
FAKULTAS ILMU KESEHATAN,Administrasi Kesehatan,quipper-7
FAKULTAS ILMU KESEHATAN,Keperawatan,quipper-7
FAKULTAS ILMU KESEHATAN,Kebidanan,quipper-7
FAKULTAS ILMU KESEHATAN,Fisioterapi,quipper-7
FAKULTAS ILMU KESEHATAN,Gizi,quipper-7
FAKULTAS ILMU KESEHATAN,Ners,quipper-7
FAKULTAS ILMU KESEHATAN,Bidan,quipper-7
SYARIAH,Hukum Keluarga Islam,quipper-8
SYARIAH,Hukum Ekonomi Syariah,quipper-8
SYARIAH,Ilmu Falak,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Bahasa Arab,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Bahasa Inggris,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan IPS,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan IPA Biologi,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Fisika,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Kimia,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Matematika,quipper-8
TARBIYAH DAN KEGURUAN,Pendidikan Profesi Guru,quipper-8
DAKWAH DAN ILMU KOMUNIKASI,Bimbingan Konseling Islam,quipper-8
DAKWAH DAN ILMU KOMUNIKASI,Komunikasi Penyiaran Islam,quipper-8
DAKWAH DAN ILMU KOMUNIKASI,Manajemen Dakwah,quipper-8
DAKWAH DAN ILMU KOMUNIKASI,Pengembangan Masyarakat Islam,quipper-8
EKONOMI DAN BISNIS ISLAM,Ekonomi Syariah,quipper-8
EKONOMI DAN BISNIS ISLAM,Pariwisata Syariah,quipper-8
EKONOMI DAN BISNIS ISLAM,Perbankan Syariah,quipper-8
USHULUDDIN DAN STUDI AGAMA,Ilmu Qur’an dan Tafsir,quipper-8
USHULUDDIN DAN STUDI AGAMA,Pemikiran Politik Islam,quipper-8
USHULUDDIN DAN STUDI AGAMA,Sosiologi Agama,quipper-8
PASCASARJANA,Pendidikan Agama Islam,quipper-8
PASCASARJANA,Hukum Keluarga Islam,quipper-8
PASCASARJANA,Komunikasi dan Penyiaran Islam,quipper-8
PASCASARJANA,Pendidikan Bahasa Arab,quipper-8
PASCASARJANA,Manajemen Pendidikan Islam,quipper-8
PASCASARJANA,Ekonomi Syariah,quipper-8
SARJANA,Manajemen,quipper-10
SARJANA,Akuntansi,quipper-10
MAGISTER,Manajemen,quipper-10
DIPLOMA,Akuntansi,quipper-10
DIPLOMA,Manajemen Perusahaan,quipper-10
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Agribisnis,quipper-12
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Desain Komunikasi Visual,quipper-12
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Desain Produk Industri,quipper-12
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Ilmu dan Teknologi Pangan,quipper-12
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Sistem Informasi,quipper-12
"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",Teknik Informatika,quipper-12
"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",Manajemen,quipper-12
"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",Akuntansi,quipper-12
"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",Ekonomi Pembangunan,quipper-12
"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",Pendidikan Guru Sekolah Dasar,quipper-12
"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",Pendidikan Guru Pendidikan Anak Usia Dini,quipper-12
PROFESI,Bidan,quipper-14
SARJANA,Farmasi,quipper-14
SARJANA,Kebidanan,quipper-14
FAKULTAS TEKNIK,Teknik Lingkungan,quipper-15
FAKULTAS TEKNIK,Teknik Industri,quipper-15
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-15
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-15
FAKULTAS ILMU KOMUNIKASI,Ilmu Komunikasi,quipper-15
FAKULTAS ILMU KOMUNIKASI,Broadcasting,quipper-15
FAKULTAS HUKUM,Ilmu Hukum,quipper-15
FAKULTAS TEKNOLOGI PANGAN & KESEHATAN,Gizi,quipper-15
FAKULTAS TEKNOLOGI PANGAN & KESEHATAN,Teknologi Pangan,quipper-15
SEKOLAH PASCASARJANA,Manajemen,quipper-15
SEKOLAH PASCASARJANA,Ilmu Komunikasi,quipper-15
FAKULTAS TEKNOLOGI DAN DESAIN,Teknik Informatika,quipper-16
FAKULTAS TEKNOLOGI DAN DESAIN,Sistem Informasi,quipper-16
FAKULTAS TEKNOLOGI DAN DESAIN,Teknik Industri,quipper-16
FAKULTAS TEKNOLOGI DAN DESAIN,Desain Komunikasi Visual,quipper-16
FAKULTAS TEKNOLOGI DAN DESAIN,Bisnis Digital,quipper-16
FAKULTAS TEKNOLOGI DAN DESAIN,Data Science,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Akuntansi,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Manajemen,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Sastra & Bahasa Asing,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Sastra Inggris,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Ilmu Komunikasi,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Psikologi,quipper-16
FAKULTAS ILMU SOSIAL DAN HUMANIORA,Pariwisata,quipper-16
AKADEMI PARIWISATA,Perhotelan,quipper-16
BUNDA MULIA LONG DISTANCE LEARNING,Akuntansi,quipper-16
BUNDA MULIA LONG DISTANCE LEARNING,Manajemen,quipper-16
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Hubungan Internasional,quipper-18
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kriminologi,quipper-18
FAKULTAS TEKNIK,Arsitektur,quipper-18
FAKULTAS TEKNIK,Teknik Elektro,quipper-18
FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,Ilmu Komunikasi,quipper-18
FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,Desain Komunikasi Visual,quipper-18
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-18
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-18
FAKULTAS EKONOMI DAN BISNIS,Sekretari,quipper-18
FAKULTAS EKONOMI DAN BISNIS,Manajemen Bencana,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Ilmu Komputer,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Sistem Informasi,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Sistem Komputer,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Teknik Informatika,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Manajemen Informatika,quipper-18
FAKULTAS TEKNOLOGI INFORMASI,Komputerisasi Akuntansi,quipper-18
SARJANA,Teologi,quipper-19
MAGISTER,Teologi,quipper-19
MAGISTER,Ministri,quipper-19
MAGISTER,Divinitas,quipper-19
ILMU SOSIAL DAN ILMU POLITIK,Administrasi Publik,quipper-22
TEKNIK,Teknik Elektromedis,quipper-22
TEKNIK,Teknik Sipil,quipper-22
TEKNIK,Teknik Industri,quipper-22
PERTANIAN,Agroteknologi,quipper-22
PERTANIAN,Agribisnis,quipper-22
ILMU KESEHATAN,Kebidanan,quipper-22
ILMU KESEHATAN,Keperawatan,quipper-22
ILMU KESEHATAN,Teknologi Laboratorium Medis,quipper-22
ILMU KESEHATAN,Farmasi,quipper-22
ILMU KESEHATAN,Kesehatan Masyarakat,quipper-22
EKONOMI DAN BISNIS,Akuntansi Sektor Publik,quipper-22
EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-22
EKONOMI DAN BISNIS,Manajemen,quipper-22
HUKUM,Hukum,quipper-22
JURUSAN TEKNIK MANUFAKTUR,Teknik Manufaktur,quipper-23
FAKULTAS EKONOMI,Manajemen,quipper-24
FAKULTAS EKONOMI,Akuntansi,quipper-24
FAKULTAS HUKUM,Ilmu Hukum,quipper-24
FAKULTAS TEKNIK,Akunpunktur dan Pengobatan Herbal,quipper-24
FAKULTAS TEKNIK,Teknik Industri,quipper-24
FAKULTAS TEKNIK,Informatika,quipper-24
FAKULTAS TEKNIK,Arsitektur,quipper-24
ILMU KOMUNIKASI,Ilmu Komunikasi,quipper-25
EKONOMI DAN BISNIS,Manajemen,quipper-25
EKONOMI DAN BISNIS,Akuntansi,quipper-25
EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-25
SASTRA,Sastra Jepang,quipper-25
SASTRA,Sastra Inggris,quipper-25
HUKUM,Ilmu Hukum,quipper-25
ILMU KESEHATAN,Kebidanan,quipper-25
ILMU KESEHATAN,Teknologi Bank Darah,quipper-25
ILMU ADMINISTRASI,Ilmu Administrasi Negara,quipper-25
ILMU ADMINISTRASI,Ilmu Administrasi Niaga,quipper-25
ILMU ADMINISTRASI,Ilmu Administrasi,quipper-25
ILMU ADMINISTRASI,Kesekretariatan,quipper-25
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa dan Sastra Indonesia,quipper-25
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-25
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-25
KEGURUAN DAN ILMU PENDIDIKAN,Teknologi Pendidikan,quipper-25
PERTANIAN,Agrobisnis Perikanan,quipper-25
PERTANIAN,Pemanfaatan Sumberdaya Perikanan,quipper-25
PERTANIAN,Teknologi Pangan,quipper-25
PERTANIAN,Budidaya Perairan,quipper-25
TEKNIK,Teknik Informatika,quipper-25
TEKNIK,Teknik Sipil,quipper-25
TEKNIK,Teknik Geomatika,quipper-25
FAKULTAS SAINS DAN TEKNOLOGI,Komputerisasi Akuntansi,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Manajemen Informatika,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Teknik Informatika,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Sistem Informasi,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Sistem Komputer,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Pendidikan Teknologi Informasi,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Desain Komunikasi Visual,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Sains Data,quipper-27
FAKULTAS SAINS DAN TEKNOLOGI,Magister Teknik Informatika,quipper-27
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-27
FAKULTAS EKONOMI DAN BISNIS,Manajemen Retail,quipper-27
FAKULTAS EKONOMI DAN BISNIS,Bisnis Digital,quipper-27
FAKULTAS EKONOMI DAN BISNIS,Kewirausahaan,quipper-27
EKONOMI DAN BISNIS,Bisnis Digital,quipper-28
EKONOMI DAN BISNIS,Kewirausahaan,quipper-28
ILMU KESEHATAN,Kebidanan,quipper-28
ILMU KESEHATAN,Teknologi Laboratorium Medis,quipper-28
ILMU KESEHATAN,Ilmu Keperawatan,quipper-28
ILMU KESEHATAN,Farmasi,quipper-28
SARJANA,Akuntansi,quipper-30
SARJANA,Manajemen,quipper-30
MAGISTER,Manajemen,quipper-30
KESEHATAN,Farmasi,quipper-31
KESEHATAN,Gizi,quipper-31
KESEHATAN,Pendidikan Dokter Gigi,quipper-31
KESEHATAN,Kesehatan Lingkungan,quipper-31
KESEHATAN,Ilmu Teknik,quipper-31
FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,Biologi,quipper-32
FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,Farmasi,quipper-32
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-32
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Inggris,quipper-32
FAKULTAS EKONOMI,Akuntansi,quipper-32
FAKULTAS EKONOMI,Manajemen,quipper-32
FAKULTAS EKONOMI,Sekretari,quipper-32
FAKULTAS FILSAFAT,Ilmu Filsafat,quipper-32
FAKULTAS ILMU KEPERAWATAN,Profesi Ners,quipper-32
FAKULTAS ILMU KEPERAWATAN,Ilmu Keperawatan,quipper-32
FAKULTAS ILMU KEPERAWATAN,Keperawatan Umum,quipper-32
FAKULTAS TEKNOLOGI INFORMASI,Teknik Informatika,quipper-32
FAKULTAS TEKNOLOGI INFORMASI,Sistem Informasi,quipper-32
PASCASARJANA,Ilmu Filsafat,quipper-32
PASCASARJANA,Manajemen,quipper-32
SARJANA,Pendidikan Bahasa & Sastra Indonesia,quipper-33
SARJANA,Pendidikan Matematika,quipper-33
SARJANA,Pendidikan Guru Sekolah Dasar,quipper-33
SARJANA,Pendidikan Guru Pendidikan Anak Usia Dini,quipper-33
SARJANA,Pendidikan Bahasa & Sastra Inggris,quipper-33
INDUSTRIAL TECHNOLOGY,Electrical Engineering. Internet of Things,quipper-34
INDUSTRIAL TECHNOLOGY,Sustainable Mechanical Engineering and Design,quipper-34
INDUSTRIAL TECHNOLOGY,Automotive Industrial Engineering,quipper-34
INDUSTRIAL TECHNOLOGY,Global Logistics and Supply Chain,quipper-34
INDUSTRIAL TECHNOLOGY,International Business Engineering,quipper-34
INDUSTRIAL TECHNOLOGY,Informatics,quipper-34
INDUSTRIAL TECHNOLOGY,Business Information System,quipper-34
INDUSTRIAL TECHNOLOGY,Data Science and Analytics,quipper-34
TEACHER EDUCATION,Elementary Teacher Education,quipper-34
TEACHER EDUCATION,Early Childhood Teacher Education,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Creative Tourism,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Hotel Management,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Finance and Investment,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Marketing Management,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Business Management,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,International Business Management,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Business Accounting,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,Tax Accounting,quipper-34
SCHOOL OF BUSINESS AND MANAGEMENT,International Business Accounting,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,English for Creative Industry,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,English for Business,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Chinese,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Interior Product Design,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,International Program in Digital Media,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Textile and Fashion Design,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Interior Design and Styling,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Visual Communication Design,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Strategic Communication,quipper-34
HUMANITIES AND CREATIVE INDUSTRIES,Broadcast and Journalism,quipper-34
CIVIL ENGINEERING AND PLANNING,Civil Engineering,quipper-34
CIVIL ENGINEERING AND PLANNING,Architecture,quipper-34
CIVIL ENGINEERING AND PLANNING,Architecture of Sustainable Housing and Real Estate,quipper-34
"SAINS, TEKNOLOGI, DAN INDUSTRI",Sistem dan Teknologi Informasi,quipper-36
"SAINS, TEKNOLOGI, DAN INDUSTRI",Rekayasa Perangkat Lunak.,quipper-36
EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-36
EKONOMI DAN BISNIS,Akuntansi,quipper-36
EKONOMI DAN BISNIS,Manajemen,quipper-36
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Pemerintahan,quipper-37
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Komunikasi,quipper-37
FAKULTAS SAINS DAN TEKNOLOGI,Teknik Informatika,quipper-37
FAKULTAS SAINS DAN TEKNOLOGI,Teknik Mesin,quipper-37
FAKULTAS SAINS DAN TEKNOLOGI,Teknik Elektro,quipper-37
FAKULTAS SAINS DAN TEKNOLOGI,Teknik Industri,quipper-37
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-37
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-37
FAKULTAS EKONOMI DAN BISNIS,,quipper-37
SARJANA,Teknik Informatika,quipper-39
SARJANA,Sistem Informasi,quipper-39
DIPLOMA,Manajemen Informatika,quipper-39
DIPLOMA,Komputerisasi Akuntansi,quipper-39
KEDOKTERAN,Pendidikan Dokter,quipper-40
HUKUM,Hukum,quipper-40
PERTANIAN DAN PETERNAKAN,Agroteknologi/Agronomi,quipper-40
PERTANIAN DAN PETERNAKAN,Agribisnis,quipper-40
PERTANIAN DAN PETERNAKAN,Teknologi Pangan,quipper-40
PERTANIAN DAN PETERNAKAN,Kehutanan,quipper-40
PERTANIAN DAN PETERNAKAN,Peternakan,quipper-40
PERTANIAN DAN PETERNAKAN,Akuakultur,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Biologi,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Pancasila dan Kewarganegaraan,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Inggris,quipper-40
KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Guru Sekolah Dasar,quipper-40
ILMU SOSIAL DAN ILMU POLITIK,Ilmu Komunikasi,quipper-40
ILMU SOSIAL DAN ILMU POLITIK,Ilmu Pemerintahan,quipper-40
ILMU SOSIAL DAN ILMU POLITIK,Hubungan Internasional,quipper-40
ILMU SOSIAL DAN ILMU POLITIK,Kesejahteraan Sosial,quipper-40
ILMU SOSIAL DAN ILMU POLITIK,Sosiologi,quipper-40
EKONOMI DAN BISNIS,Manajemen,quipper-40
EKONOMI DAN BISNIS,Akuntansi,quipper-40
EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-40
EKONOMI DAN BISNIS,Keuangan dan Perbankan,quipper-40
AGAMA ISLAM,Pendidikan Agama Islam,quipper-40
AGAMA ISLAM,Hukum Keluarga Islam- Ahwal Syakhshiyyah,quipper-40
AGAMA ISLAM,Ekonomi Syariah,quipper-40
AGAMA ISLAM,Pendidikan Bahasa Arab,quipper-40
TEKNIK,Teknik Mesin,quipper-40
TEKNIK,Teknik Sipil,quipper-40
TEKNIK,Teknik Industri,quipper-40
TEKNIK,Informatika,quipper-40
TEKNIK,Teknik Elektro/Teknologi Elektronika,quipper-40
PSIKOLOGI,Psikologi,quipper-40
LLMU KESEHATAN,Ilmu Keperawatan,quipper-40
LLMU KESEHATAN,Farmasi,quipper-40
LLMU KESEHATAN,Fisioterapi,quipper-40
SARJANA,Pendidikan Teologi,quipper-41
PROFESI,Ners,quipper-42
DIPLOMA,Keperawatan,quipper-42
SARJANA,Ilmu Keperawatan,quipper-42
SARJANA,Administrasi Rumah Sakit,quipper-42
PROGRAM VOKASI,Perpajakan,quipper-43
PROGRAM VOKASI,Administrasi Bisnis,quipper-43
PROGRAM VOKASI,Akuntansi Bisnis,quipper-43
FAKULTAS ILMU SOSIAL DAN MANAJEMEN,Manajemen Komunikasi,quipper-43
FAKULTAS ILMU SOSIAL DAN MANAJEMEN,Hospitality dan Pariwisata,quipper-43
FAKULTAS ILMU SOSIAL DAN MANAJEMEN,Manajemen Logistik,quipper-43
FAKULTAS ILMU ADMINISTRASI,Administrasi Publik,quipper-43
FAKULTAS ILMU ADMINISTRASI,Administrasi Bisnis,quipper-43
PROGRAM PASCASARJANA,Ilmu Administrasi,quipper-43
PROGRAM DIPLOMA,Teknik Pembuatan Peralatan Perkakas Produksi,quipper-44
PROGRAM DIPLOMA,Teknik Produksi dan Proses Manufaktur,quipper-44
PROGRAM DIPLOMA,Manajemen Informatika,quipper-44
PROGRAM DIPLOMA,Mesin Otomotif,quipper-44
PROGRAM DIPLOMA,Mekatronika Teknologi Konstruksi Bangunan Gedung,quipper-44
ILMU EKONOMI,Akuntansi,quipper-45
ILMU EKONOMI,Manajemen,quipper-45
FAKULTAS SENI PERTUNJUKAN,Seni Tari,quipper-46
FAKULTAS SENI PERTUNJUKAN,Seni Musik,quipper-46
FAKULTAS SENI PERTUNJUKAN,Seni Rupa Murni,quipper-46
FAKULTAS SENI RUPA DAN DESAIN,Kriya Seni,quipper-46
FAKULTAS SENI RUPA DAN DESAIN,Desain Komunikasi Visual,quipper-46
FAKULTAS PSIKOLOGI,Psikologi,quipper-47
FAKULTAS PSIKOLOGI,Magister Psikologi,quipper-47
FAKULTAS PSIKOLOGI,Profesi Psikologi,quipper-47
FAKULTAS PSIKOLOGI,Doktoral Psikologi,quipper-47
FAKULTAS ILMU ADMINISTRASI BISNIS DAN ILMU KOMUNIKASI,Administrasi Bisnis,quipper-47
FAKULTAS ILMU ADMINISTRASI BISNIS DAN ILMU KOMUNIKASI,Ilmu Komunikasi,quipper-47
FAKULTAS ILMU ADMINISTRASI BISNIS DAN ILMU KOMUNIKASI,Pariwisata,quipper-47
FAKULTAS ILMU ADMINISTRASI BISNIS DAN ILMU KOMUNIKASI,Ilmu Administrasi Bisnis,quipper-47
